agcCnt_01,jamInd_01,noisePerMS_01,hMSL,velN,velE,velD,hAcc,vAcc,sAcc,pDOP,avg_snr_L1,pseudorange_std_dev,label
5616,9.803709907,96.99039555,11.01124737,-0.00736078,0.002041941,0.016892293,0.154133285,0.29225475,0.06697951,0.010100321,-3372.198897,6793731.534,0
5616,11.82303466,97.0241922,11.15342923,-0.001150704,-1.67E-05,-0.001965284,0.161058349,0.310892451,0.048861553,0.010199538,6074.053084,6724965.347,0
5616,6.942312961,97.00275806,11.11943235,-0.003731858,0.003877749,-0.002231907,0.154895082,0.294140871,0.041493369,0.010097892,347.488429,6794944.624,0
5616,5.896090123,96.99092191,11.14622533,0.004607657,-0.006101502,-0.006953771,0.155265376,0.292987787,0.049731121,0.010096331,-7825.53348,6794396.652,0
5616,10.03223973,96.99325662,11.00813142,-0.007731352,0.002146958,0.017925417,0.154023672,0.291702848,0.066728441,0.010098415,3401.284736,6793783.581,0
5616,7.906842643,96.99553568,11.09586091,-0.010116504,0.002890717,0.005070386,0.153982052,0.293449055,0.053778101,0.01009958,-5196.091515,6722575.77,0
5616,6.855106838,97.00591113,11.01137066,0.002142477,0.006981404,0.007180421,0.154117418,0.292019208,0.05035873,0.010101437,13193.7197,6797489.636,0
5616,12.15036602,97.00728618,11.15117552,-0.000690054,0.000458065,-0.002026241,0.161030386,0.31171291,0.048125004,0.010200407,11364.13534,6724277.116,0
5616,9.976836822,96.99200498,11.11081234,-0.006119603,0.008699467,-0.00833312,0.154048631,0.29243436,0.049792631,0.010103469,4469.61418,6722074.356,0
5616,10.00692795,96.9996606,11.01798487,-0.007106243,0.001609084,0.016915748,0.154303579,0.291806252,0.066335259,0.010097766,10016.61872,6796470.078,0
5616,8.853830114,96.02985444,11.15516694,-0.009702026,-0.004834588,0.001275231,0.154966487,0.294011358,0.047651232,0.010101901,517.2609527,6796245.708,0
5616,9.944149878,97.02407485,11.05415695,-0.006482827,0.000856741,0.012031866,0.154961293,0.293395786,0.062848614,0.010100102,5652.198498,6795182.044,0
5616,10.01137994,97.00608056,11.12853843,-0.001100328,0.007932821,0.013440578,0.155014201,0.293139008,0.060949744,0.010101499,10872.48941,6797599.882,0
5616,9.881915555,97.00052961,11.11527304,-0.005950827,0.008835101,-0.008467638,0.154130524,0.293108038,0.049581071,0.010099058,1841.631478,6725347.864,0
5616,11.03854417,97.00167274,11.08162842,-0.000883997,-0.004054843,0.002800496,0.161816485,0.311607734,0.054021977,0.010202312,-1827.208353,6720642.315,0
5616,8.938378382,97.00854992,11.01261402,-0.006131648,-0.001662555,0.018583694,0.153760571,0.291597407,0.067403813,0.010100637,-12449.62452,6795838.176,0
5616,9.970074121,96.98574647,11.08556018,0.005008894,0.003169326,0.013006575,0.154928482,0.294112225,0.059030417,0.010098534,-566.5592161,6795320.268,0
5616,7.93826882,96.99641323,11.04536377,-0.005642565,-0.001817988,-0.000560157,0.154800968,0.292525318,0.045847785,0.010099974,6076.914176,6723706.546,0
5616,14.19003168,96.9767468,11.11014884,0.000830019,-0.00829896,-0.007431594,0.16094825,0.311814917,0.054551002,0.010199483,6972.977958,6724218.924,0
5616,6.998615273,97.00556353,11.01639508,0.00211711,0.006756996,0.007331254,0.154061211,0.292174309,0.050517766,0.010101055,3738.813221,6792197.585,0
5616,8.891485747,96.00901925,11.16048034,-0.010253659,-0.005599318,0.002243993,0.154891496,0.29365817,0.04828811,0.010097455,-3924.45902,6796366.796,0
5616,11.08438775,96.99326637,11.01710497,-0.001984768,0.003829143,0.001324336,0.153826195,0.292558632,0.042880179,0.010099937,-14444.33558,6793525.841,0
5616,6.874749392,97.02193491,11.21908204,-0.006884603,-0.004798044,0.00408501,0.155008446,0.293425906,0.051728351,0.010100853,-3586.806672,6792726.024,0
5616,11.02142804,96.98291786,11.04114924,-0.005088457,0.007109125,0.00099018,0.155105069,0.292453177,0.038430258,0.010100071,-2187.799065,6794834.454,0
5616,10.79895061,96.97959263,11.09350943,0.005044019,0.004953239,-0.004311186,0.160793531,0.311675553,0.053485095,0.010202906,-2250.392783,6723950.497,0
5616,9.863736761,97.00312794,11.1459251,-0.006248608,0.006995293,0.016735867,0.155099915,0.292204594,0.062969264,0.01010167,4576.001123,6794947.56,0
5616,12.02019668,97.01459225,11.05381902,-5.34E-05,-0.000145421,-0.007826367,0.155099558,0.292727674,0.05482691,0.010099984,14594.64273,6793690.757,0
5616,11.07576186,97.02346703,11.07596544,-0.000842423,-0.003956776,0.003226166,0.162116219,0.312266688,0.053925771,0.010200467,948.205932,6722262.023,0
5616,8.01758127,96.99360504,11.02580136,-0.001959465,-0.002838326,-0.002766856,0.154148426,0.291855973,0.045932775,0.010100638,-1546.052058,6722692.561,0
5616,8.988135239,97.01503238,11.02246514,0.001848539,0.000658893,-0.002077211,0.154268233,0.293160348,0.047471025,0.01010087,-1856.945034,6724326.017,0
5616,7.969108722,95.99946335,11.18944619,-0.0059421,-0.002936746,-0.009368333,0.154956624,0.293470257,0.054347021,0.010096062,954.0143357,6796440.574,0
5616,10.84831327,96.99759428,11.18959143,-0.004815465,-0.000803167,0.001375237,0.161013347,0.31127768,0.051349679,0.01029935,596300.5826,6723319.903,0
5616,8.926148672,96.01231459,11.16228309,-0.01052936,-0.005087626,0.002485362,0.154949273,0.293806833,0.048289478,0.010096798,923.3114146,6796133.546,0
5616,9.952741462,97.0090907,11.13200061,0.00029931,-0.002852085,-0.004940058,0.161000241,0.312004235,0.050769166,0.010202758,3346.592902,6725842.396,0
5616,11.10845386,96.97803157,11.17197276,-0.001086832,0.003594162,0.009990015,0.161186723,0.310967681,0.06474074,0.010199869,1579.404524,6722263.312,0
5616,11.035253,97.0205769,11.12203972,-0.001890125,0.001977974,-0.005491626,0.16083616,0.311557526,0.051525609,0.010199583,3395.985605,6722885.464,0
5616,7.819123561,97.0192328,11.0944545,-0.009690833,0.003083025,0.004915406,0.153895113,0.292598749,0.053030769,0.010101935,3221.066583,6728805.919,0
5616,6.033248905,96.99128223,11.13741641,-0.01235421,0.004844199,0.001330377,0.155167758,0.294336774,0.040603645,0.010100911,-12942.27933,6797351.839,0
5616,10.96049307,97.00551587,11.18946049,-0.0051832,-0.000961739,0.001159131,0.161124253,0.311138841,0.050568057,0.010297565,607038.0029,6720353.172,0
5616,8.930552211,97.00688475,11.06507262,0.005925488,-0.003902839,-0.014845176,0.154955766,0.294365397,0.064844566,0.010099847,-4874.638909,6725557.773,0
5616,9.062754004,97.00363272,11.0111105,-0.00620239,-0.00195887,0.017877053,0.154104077,0.292112975,0.06782055,0.010099277,-7988.17372,6795189.732,0
5616,7.105773837,96.99233101,11.04505844,0.013448016,-0.003215253,0.016448704,0.155041564,0.294049758,0.058802639,0.010096237,-8051.047535,6726303.189,0
5616,8.095543275,96.99064033,11.13060069,0.003778754,0.004043562,-0.003508224,0.155182752,0.292399382,0.051171118,0.010098511,3220.224782,6793407.373,0
5616,7.913901747,96.99964388,11.03560532,-0.00814346,-0.005691337,-0.007678555,0.155009076,0.291905918,0.054028999,0.010099604,572809.1215,6723178.464,0
5616,8.968276824,97.01634302,11.07356077,0.00405278,-0.000905295,0.014008818,0.155124935,0.294990471,0.059894288,0.010099752,-12283.91264,6723720.684,0
5616,11.03398547,97.00757555,11.01476895,-0.002310433,0.004203071,0.000937233,0.15432183,0.292679643,0.04306714,0.010096802,3546.045299,6794070.394,0
5616,11.10008458,96.99483516,11.07856695,-0.001102177,-0.004050032,0.002807913,0.162072856,0.312239047,0.053636251,0.010202484,-10507.21028,6724612.11,0
5616,7.950839844,97.01075431,11.02949197,-0.003918024,0.003158301,0.009861703,0.154006009,0.293534519,0.060038622,0.01009978,1067.531288,6722642.844,0
5616,11.9809526,96.96030302,11.21559769,-0.004085955,-0.002941048,-0.00652559,0.155088003,0.293207931,0.05105525,0.010100081,1790.443681,6793344.919,0
5616,13.88649724,97.01600907,11.11414353,0.000975885,-0.008200733,-0.008151917,0.160955504,0.31175248,0.053448597,0.010200864,6532.8564,6720017.175,0
5616,6.87727699,96.97575554,11.0486977,0.01286331,-0.002932762,0.016392294,0.155290884,0.294040757,0.059365277,0.0100983,13099.93867,6726624.494,0
5616,11.08335986,96.99494906,11.02577715,-0.006391084,-0.002209343,0.001336987,0.154021935,0.292082201,0.04667664,0.010100984,-9958.291943,6797322.712,0
5616,12.13914139,96.9843964,11.14929331,-0.000916954,-0.000133598,-0.00209284,0.160966753,0.310673192,0.049033131,0.010199208,-341.7534547,6722709.023,0
5616,9.99261223,96.98195746,11.10285759,-0.005546821,0.009039966,-0.007985773,0.153898203,0.292866241,0.050427173,0.010098066,-1982.616893,6724432.544,0
5616,8.10295594,97.01617715,11.01660675,-0.008995248,-0.005937253,0.012728477,0.154133655,0.291928397,0.064339591,0.010101237,3221.358805,6725441.748,0
5616,12.0371015,96.99348217,11.06316671,5.82E-05,-0.000251042,-0.008009317,0.155105634,0.293558724,0.054012595,0.010103218,1623.182195,6797633.864,0
5616,7.933814914,96.00482884,11.19171255,-0.005821117,-0.002777508,-0.008868956,0.154939416,0.293275943,0.053867015,0.010101564,-2541.163667,6795255.387,0
5616,11.03707684,96.99934612,11.0808273,-0.001327781,-0.003879252,0.002465768,0.162070219,0.312419601,0.054347601,0.010201991,-3188.216611,6721921.531,0
5616,9.157792536,97.00664799,11.07062018,0.006439643,-0.004148765,-0.015099544,0.154816239,0.293674014,0.065247517,0.010098877,-8139.006523,6721990.225,0
5616,8.996324482,96.00107058,11.15925965,-0.009947752,-0.005324578,0.002276208,0.155022532,0.293522543,0.047773148,0.010096553,7281.96005,6792621.896,0
5616,8.16052225,96.98212036,11.06657787,0.002421397,-0.003030589,0.004295179,0.155055151,0.294410597,0.045708388,0.010103215,3408.072226,6724981.532,0
5616,7.731231213,96.01388387,11.18719112,-0.006189292,-0.003094137,-0.008908987,0.155207974,0.294254686,0.053239742,0.010104432,6768.306673,6793363.21,0
5616,8.084321845,96.99311906,11.10707434,0.004469481,0.002023883,-0.004954326,0.154906105,0.294436548,0.055056508,0.010103328,-2231.630991,6795180.681,0
5616,8.008930462,96.97830765,11.02880337,-0.00379983,0.002923348,0.010018709,0.153844281,0.293278629,0.059969662,0.010099276,-4770.750059,6723760.212,0
5616,8.969323793,96.99403383,11.03652574,0.003142812,-0.003423766,-0.007530009,0.154890926,0.292716786,0.05841682,0.010097509,-7860.121603,6722807.783,0
5616,7.009414058,97.02091442,11.11959161,-0.003939567,0.003918022,-0.001848449,0.154837189,0.294194425,0.041131722,0.010097701,2673.369308,6792715.23,0
5616,11.79608837,97.0118486,11.21468156,-0.004064178,-0.003064515,-0.006330209,0.155162822,0.292945549,0.051489471,0.010096368,-7577.491122,6797230.808,0
5616,5.977463095,96.99514122,11.14700155,0.005310015,-0.005866237,-0.006450247,0.155188644,0.293119332,0.049744167,0.010099768,13590.88504,6796287.927,0
5616,9.036637424,96.99513278,11.07276072,0.004036245,-0.001147387,0.014061594,0.155039006,0.295432703,0.060417538,0.010103464,-9540.671622,6728000.717,0
5616,10.1516223,96.99551773,11.10577148,-0.00650796,0.009354361,-0.007961724,0.154148769,0.292728793,0.049805963,0.010099694,2048.011928,6725922.72,0
5616,15.94682885,97.02894133,11.05627532,0.002711507,-0.000403539,-0.003484535,0.155016318,0.293773156,0.050285267,0.010100652,11525.06367,6724122.468,0
5616,11.91705382,97.00532261,11.14638768,-0.006047991,-0.001723218,-0.015566653,0.160988414,0.310892488,0.064464844,0.010202968,4433.215606,6725625.92,0
5616,9.948522995,97.00599301,11.14242498,-0.005919948,0.006952647,0.01705343,0.154959432,0.292267646,0.063086261,0.010099128,1330.345786,6794597.217,0
5616,9.093914296,97.01435792,11.06951184,0.003985387,-0.000818545,0.013992294,0.154962191,0.295048049,0.059271903,0.010104391,-7055.153126,6725315.811,0
5616,12.03372772,97.00332774,11.14756721,-0.005685223,-0.001983154,-0.015771149,0.160811458,0.310343664,0.064901999,0.010204298,-10083.46391,6723196.243,0
5616,10.94565005,96.99639002,11.0636726,-0.002503836,0.004240555,0.0160383,0.15503219,0.293018464,0.066161547,0.010099717,5685.953158,6789745.235,0
5616,8.052657896,96.99726369,11.04125375,-0.007962921,-0.00608177,-0.008323362,0.154995087,0.292301104,0.053808879,0.010098754,585478.0224,6727525.642,0
5616,11.00995952,96.99900217,11.02595692,-0.00646946,-0.002231914,0.000174919,0.154090794,0.291834056,0.04661464,0.010101504,-3173.394807,6795935.463,0
5616,9.099376668,95.99948127,11.15987998,-0.009803818,-0.004700137,0.001680177,0.155011392,0.294583604,0.048310404,0.01009925,-8305.147197,6795191.687,0
5616,6.927973925,97.01014017,11.09382222,-0.003024392,-0.001023955,-0.008630769,0.154980181,0.293491774,0.052962044,0.010097505,-17971.95555,6794749.456,0
5616,5.966383998,97.00072391,11.03666477,-0.003891643,0.00104677,0.021772217,0.154893878,0.294414535,0.067820398,0.010102764,557707.8589,6725106.072,0
5616,6.959772257,97.01020999,11.12304318,-0.004223082,0.004260651,-0.002052162,0.155008789,0.294234934,0.04101537,0.010102624,-789.8815722,6793746.3,0
5616,7.849852897,96.99887514,11.02677811,-0.003669602,0.002782159,0.009843246,0.154089926,0.292402854,0.06096728,0.010100335,11761.99178,6725840.132,0
5616,11.03038001,97.00109585,11.07296359,0.012269006,0.003125706,-0.005597078,0.154860727,0.293943303,0.056423171,0.010097276,4975.727804,6792610.841,0
5616,8.026782571,95.97215329,11.20486092,-0.00284931,0.004875476,-0.012508324,0.155010655,0.292977818,0.055426498,0.010097348,2278.299219,6794834.127,0
5616,9.000524607,97.01276984,11.01944961,0.001966555,0.0009721,-0.002347506,0.154028388,0.292694653,0.048159783,0.010100231,-2889.511694,6725724.34,0
5616,7.975932888,97.00482863,11.0683953,0.002149738,-0.002984742,0.005030847,0.154912531,0.293510361,0.046061076,0.010098922,-4230.911751,6724497.988,0
5616,7.854792179,97.01390816,11.02810237,-0.004182542,0.002683309,0.010466189,0.153928392,0.292923438,0.059120981,0.010099264,10344.10995,6725403.143,0
5616,7.956844529,96.9596381,11.01335822,-0.006779068,-0.001164409,0.00422734,0.154028091,0.291955665,0.050750911,0.010102205,589868.6607,6793375.138,0
5616,10.96483972,97.02910336,11.07545307,-0.000574052,-0.003714794,0.003112529,0.161861935,0.312035719,0.053823698,0.010201582,-15365.93611,6721444.396,0
5616,10.91769158,96.99805469,11.12629599,-0.001723534,0.002187071,-0.005964601,0.161042625,0.311896373,0.051312183,0.010202973,-4893.119913,6723638.271,0
5616,5.983453136,97.01544351,11.14351665,0.004811594,-0.006013223,-0.005818632,0.154890935,0.29322035,0.049575394,0.010097863,-6246.416571,6795913.67,0
5616,9.041452987,96.98550799,11.01681079,-0.005906671,-0.001948678,0.018091379,0.154129469,0.291865112,0.067273316,0.01009926,-3960.624768,6791854.354,0
5616,8.19351039,97.00853955,11.02436241,-0.00233393,-0.003062113,-0.002466734,0.154284777,0.29132667,0.045985941,0.010101637,4167.539811,6725636.032,0
5616,8.017910547,95.98531972,11.16386962,-0.007852191,-0.004713631,0.008020881,0.154895149,0.293948025,0.05830037,0.010100967,-744.9683358,6793613.595,0
5616,8.026422993,96.99130722,11.0360376,-0.00788364,-0.006042294,-0.008486544,0.155065073,0.291176164,0.054406028,0.010103306,573876.9504,6724328.779,0
5616,7.992362334,96.02667373,11.19076652,-0.006482846,-0.002951059,-0.008963257,0.154911474,0.294123105,0.054152167,0.010100907,9668.221453,6792146.402,0
5616,11.80314657,96.99734267,11.14940649,-0.001300009,0.000241922,-0.002217807,0.161126801,0.310659223,0.048646571,0.010203987,-5061.199176,6721776.14,0
5616,9.997279849,97.00303012,11.01352324,-0.007073115,0.0018359,0.018150726,0.153845876,0.292056846,0.066291208,0.010101165,13704.25581,6796831.077,0
5616,11.00617923,97.01212517,11.02511984,-0.006077692,-0.001670946,0.000981922,0.154058541,0.292457272,0.04635548,0.010102291,-4876.955021,6795120.676,0
5616,11.2527126,97.00690777,11.01106496,-0.002312325,0.003676926,0.000363666,0.153893659,0.291669854,0.042534465,0.010099302,696.4430425,6794406.791,0
5616,10.98026502,97.00209622,11.0801696,-0.000899553,-0.003655989,0.002939196,0.161974787,0.312369296,0.053673916,0.010200031,-2017.869121,6722954.915,0
5616,11.03093679,97.00508606,11.07649698,-0.000935062,-0.00407867,0.003235348,0.161874408,0.311849189,0.053941395,0.010201965,947.3992987,6724032.131,0
5616,10.9964388,97.03349374,11.07733051,-0.001050166,-0.004051233,0.003758288,0.162100173,0.312610078,0.053627947,0.01020348,3301.107273,6723945.489,0
5616,7.880101244,95.99919703,11.15908791,-0.008195169,-0.005398973,0.007732888,0.154898045,0.293872934,0.058124356,0.010101573,3221.790665,6794446.227,0
5616,12.11724618,97.00280249,11.14149586,-0.004729191,0.004903995,0.00128292,0.155067236,0.292707525,0.042914789,0.010099821,-5476.203142,6796625.26,0
5616,11.07714343,97.0146418,11.06444055,-0.001572521,0.003780501,0.016370151,0.154958085,0.293239146,0.066003869,0.010102971,-8186.596009,6796712.132,0
5616,9.081154726,97.01540649,11.03106567,0.001875129,0.000871728,-0.002625621,0.153986056,0.292848354,0.048418309,0.010095271,18387.19335,6725460.769,0
5616,7.906702769,96.01654232,11.16429782,-0.008158081,-0.005028986,0.007802355,0.155017999,0.293707192,0.057567024,0.010096932,-3504.429145,6794676.785,0
5616,7.143917561,97.00890127,11.11894359,-0.004873155,0.006202186,0.011883259,0.1539072,0.292833721,0.060153605,0.01010147,5166.638564,6726149.358,0
5616,10.85617921,96.98407121,11.01323009,-0.002092455,0.004043824,0.000968445,0.154025625,0.291984478,0.042994874,0.01010003,-11738.8065,6795646.462,0
5616,9.060207716,97.02276332,11.06706579,0.005964003,-0.003935051,-0.014687704,0.155186414,0.294467052,0.064877658,0.010101306,-2006.257378,6726755.838,0
5616,7.224726482,96.98402466,11.05060231,0.013191002,-0.00323126,0.01669021,0.154905218,0.293326975,0.059324762,0.010100139,-889.2753389,6726433.209,0
5616,9.898377424,97.00421749,11.01054183,-0.007493056,0.001814077,0.016875959,0.154142741,0.292008032,0.067322472,0.010101232,3507.526627,6793301.929,0
5616,6.941901541,96.98948849,11.12226344,-0.004659573,0.006379703,0.011993533,0.154182487,0.293217454,0.059652773,0.010098243,-19908.96675,6723048.989,0
5616,9.010223581,95.99910618,11.16109509,-0.009981232,-0.005155198,0.002067791,0.154900582,0.294067316,0.047933173,0.010101231,1259.99671,6793357.961,0
5616,7.948346677,97.0045816,11.0681033,0.001893739,-0.002650381,0.005044331,0.154822756,0.294455807,0.046103164,0.010102145,-8383.049096,6726587.342,0
5616,9.84091203,97.0044784,11.01528414,-0.007023043,0.001948691,0.017197577,0.154036783,0.291974129,0.066899846,0.010102633,2419.472326,6792309.447,0
5616,6.007034115,97.00587984,11.04305745,-0.008009702,-0.000999517,0.003382388,0.154933319,0.29393578,0.050214619,0.010104344,-7552.262449,6725499.506,0
5616,10.89101456,97.0224885,11.19397057,-0.005447051,-0.00077405,0.001177923,0.161227619,0.311206119,0.051103157,0.010300527,596101.3291,6723972.254,0
5616,9.048587499,97.0063204,11.03473321,0.00338604,-0.002731509,-0.007794457,0.15500424,0.292034559,0.058672288,0.010100591,-1962.987974,6726757.387,0
5616,7.905673061,96.99659746,11.06496314,0.002010672,-0.003023392,0.004283012,0.154902282,0.293864145,0.045438606,0.010096714,-7669.167585,6725172.04,0
5616,8.159013176,97.01343541,11.10632013,0.004114397,0.001918044,-0.004977239,0.154860262,0.294179608,0.054955084,0.010098854,-3441.843323,6792445.088,0
5616,7.919643313,97.01657633,11.1082983,0.00424572,0.001988195,-0.00478271,0.155132764,0.293772933,0.05466671,0.010099583,-8702.527041,6793127.759,0
5616,9.966958586,96.98289219,11.09153651,0.004736303,0.003071341,0.013330321,0.154930423,0.293787322,0.059221621,0.010102266,-13391.66482,6792782.59,0
5616,11.08346157,97.0083253,11.09137111,0.005122265,0.00518815,-0.00431374,0.161005339,0.311816268,0.053406729,0.010198682,7502.97499,6722223.756,0
5616,8.873721337,97.00977147,11.06170215,-0.005069113,-0.004999107,-0.001298645,0.155116429,0.295470842,0.045127047,0.010101718,-9455.634648,6724579.839,0
5616,10.02333591,96.99585319,11.14648252,-0.005781337,0.007130644,0.015739845,0.154941011,0.291879149,0.062768862,0.010099997,-1266.5338,6792583.331,0
5616,8.134104334,97.0191717,11.13314903,0.003450682,0.004345851,-0.002756923,0.154994405,0.293137661,0.050730668,0.010099618,5560.570081,6797347.811,0
5616,13.83508269,96.99790884,11.11350765,0.000974411,-0.007919507,-0.007531495,0.160997982,0.312011926,0.053469342,0.010200537,-4463.678799,6720841.904,0
5616,12.01894223,97.00175002,11.14971445,-0.005155667,0.005065789,0.001815359,0.155083237,0.29241509,0.042829384,0.010099156,-6004.209434,6797075.468,0
5616,12.02666228,96.99758809,11.05834632,0.000111624,-0.000320636,-0.007588555,0.15507196,0.293107779,0.054397857,0.010099074,1700.639198,6797119.32,0
5616,9.080209935,97.00021711,11.07136327,0.00612138,-0.004555336,-0.014944045,0.154973187,0.294165552,0.064990759,0.010096322,8235.630514,6726466.842,0
5616,6.873096912,96.98472243,11.04431154,0.012817269,-0.002918016,0.01694368,0.155007753,0.294205183,0.059230269,0.010099465,-8526.397752,6723599.532,0
5616,7.864529751,96.97993161,11.06357363,0.001816094,-0.003020017,0.004904211,0.154954713,0.293077216,0.046610685,0.010098965,-1057.550077,6725460.351,0
5616,8.053547806,97.02222085,11.0426976,-0.005028577,-0.002108668,0.000338328,0.154820008,0.293475477,0.046096761,0.010098887,-12654.07085,6722507.729,0
5616,7.030468693,96.98819684,11.0871877,-0.003231541,-0.000948592,-0.007852464,0.155031379,0.293743282,0.052795,0.010100899,-2838.881641,6796479.339,0
5616,10.02569894,96.98618406,11.08648499,0.005217427,0.002987249,0.014031295,0.155230493,0.294238912,0.059171415,0.010101421,293.3511756,6794753.148,0
5616,8.03554333,95.96999059,11.21286584,-0.003095341,0.00523807,-0.012386187,0.154892352,0.293257879,0.054800321,0.010100501,-6220.609347,6793775.25,0
5616,9.930233892,96.9910955,11.13206117,-0.000750677,-0.002981822,-0.003765221,0.160905835,0.311694927,0.050814949,0.010202147,-3306.229208,6721077.629,0
5616,8.023827717,96.98156157,11.01667564,-0.007096791,-0.001157672,0.003760191,0.153893935,0.292229827,0.050442417,0.010101242,578077.3952,6790732.034,0
5616,10.03006733,97.02288294,11.01030944,-0.007268185,0.00220902,0.016606081,0.154088264,0.291865856,0.067339804,0.010099363,607.3810367,6793265.849,0
5616,5.926712197,97.0140727,11.1331949,-0.012421247,0.004954165,0.000995076,0.155054631,0.293279201,0.040858392,0.010099001,7779.656171,6796762.198,0
5616,8.191416314,96.99041001,11.10690119,0.003680457,0.00211115,-0.004937758,0.154980688,0.294406351,0.055066804,0.010100675,-7997.293771,6794117.513,0
5616,9.048612172,96.0313897,11.15806953,-0.009971747,-0.005100779,0.003322376,0.154888174,0.2937303,0.04761995,0.010101238,-4520.796783,6794303.963,0
5616,5.877780019,97.01368178,11.15075347,0.005343097,-0.006137176,-0.006083446,0.155011253,0.292702653,0.05015993,0.010103016,3725.89868,6795872.774,0
5616,7.067358125,96.99547319,11.01663327,0.002080874,0.007017768,0.006487857,0.15380941,0.291859741,0.049720477,0.01010257,8925.364496,6798374.786,0
5616,10.90000401,96.96516856,11.03674495,-0.005156618,0.007002708,0.000123715,0.155017471,0.293094733,0.038948013,0.010098832,-10900.22204,6797393.361,0
5616,8.080749755,97.03192632,11.10872192,0.004117729,0.002101289,-0.005940127,0.155106163,0.293980071,0.055322037,0.01009978,-1193.83509,6793104.675,0
5616,7.118864361,96.98063507,11.12045911,-0.005118552,0.00594329,0.01195833,0.153847588,0.293190717,0.060290096,0.010101448,2117.39395,6721525.543,0
5616,7.915803339,96.9770699,11.11133908,0.003820632,0.001612352,-0.004992738,0.15481332,0.293533884,0.054991918,0.010102304,-704.8179259,6799030.428,0
5616,6.098836117,97.01425043,11.13962883,-0.012298093,0.004908643,0.001360075,0.155192395,0.293741664,0.040351349,0.010102026,-18108.08905,6798818.447,0
5616,8.042348635,96.03400012,11.18602716,-0.006452378,-0.002832428,-0.008558801,0.15492548,0.293959635,0.055097933,0.010099862,3714.690094,6794863.845,0
5616,8.084338019,97.01929107,11.02462529,-0.004100691,0.002937225,0.009771806,0.154138373,0.293660428,0.060640481,0.010097295,11177.27538,6722484.05,0
5616,8.194598608,97.00785858,11.09031701,-0.009959186,0.002947989,0.004931749,0.153981241,0.292960395,0.053265118,0.010097845,897.3101196,6726657.594,0
5616,6.974824777,97.00828843,11.11831464,-0.005024951,0.00620822,0.011652831,0.153980272,0.293377636,0.059723682,0.010100588,-7513.960952,6724788.291,0
5616,8.922671578,97.01189311,11.06736579,-0.005107416,-0.005150295,-0.001511184,0.155053404,0.295013416,0.044958328,0.010100738,-3718.012724,6724704.19,0
5616,10.90874161,97.01057635,11.02789154,-0.006244222,-0.002325679,0.001140429,0.153892318,0.291831696,0.046800642,0.01009763,13013.47478,6796652.993,0
5616,9.916303178,97.00391865,11.13177757,0.000157068,-0.003033909,-0.004577128,0.16101614,0.311914145,0.051463654,0.010200096,6711.46468,6723848.69,0
5616,7.992089867,97.00145214,11.02606328,-0.004340125,0.002897793,0.009812111,0.15395353,0.292941393,0.060096301,0.010101362,4733.274101,6722634.638,0
5616,8.034999971,96.99912771,11.13344444,0.004200395,0.003796029,-0.003450965,0.154839147,0.293210057,0.050712324,0.010097516,2654.986471,6794154.749,0
